Active Internet connections (w/o servers)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 10.42.0.170:42214       sg-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:38726       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:42300       sg-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:41872       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:49938       sa-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:41902       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:38730       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      1 10.42.0.170:39328       45.113.192.101:https    SYN_SENT   
tcp        0      0 10.42.0.170:47562       sf-in-f104.1e100.:https CLOSE_WAIT 
tcp        0      0 10.42.0.170:38732       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:41822       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.215.173.1:46572      123.56.145.231:https    TIME_WAIT  
tcp        0      1 10.42.0.170:39322       45.113.192.101:https    SYN_SENT   
tcp        0      0 10.42.0.170:47556       sf-in-f104.1e100.:https CLOSE_WAIT 
tcp        0      0 10.215.173.1:40870      server-13-249-221:https TIME_WAIT  
tcp        0      0 10.42.0.170:41260       server-13-249-221:https TIME_WAIT  
tcp        0      0 10.42.0.170:38974       sf-in-f95.1e100.n:https TIME_WAIT  
tcp        0      0 10.215.173.1:46594      123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:41898       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:41264       server-13-249-221:https TIME_WAIT  
tcp        0      0 10.42.0.170:38728       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:47558       sf-in-f104.1e100.:https CLOSE_WAIT 
tcp        0      0 10.42.0.170:41818       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:38724       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.42.0.170:40860       sf-in-f93.1e100.n:https TIME_WAIT  
tcp        0      0 10.42.0.170:41894       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:39092       sf-in-f95.1e100.n:https TIME_WAIT  
tcp        0      0 10.42.0.170:41814       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:47560       sf-in-f104.1e100.:https CLOSE_WAIT 
tcp        0      0 10.215.173.1:47378      58.254.150.48:https     TIME_WAIT  
tcp        0      0 10.42.0.170:41812       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:41868       123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.215.173.1:40866      server-13-249-221:https TIME_WAIT  
tcp        0      0 10.42.0.170:38722       si-in-f95.1e100.n:https ESTABLISHED
tcp        0      0 10.215.173.1:46602      123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.215.173.1:46568      123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.215.173.1:46598      123.56.145.231:https    TIME_WAIT  
tcp        0      0 10.42.0.170:40746       sf-in-f93.1e100.n:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:46574 se-in-f139.1e100.:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:49696 sa-in-f95.1e100.n:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:42350 sf-in-f94.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:44010 sb-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:43854 sb-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:49672 se-in-f94.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:42080 sc-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:41994 sc-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:48218 ::ffff:216.239.32:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:43918 sb-in-f95.1e100.n:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:42266 sg-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:47564 sa-in-f155.1e100.:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:39890 sl-in-f139.1e100.:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:48174 sc-in-f94.1e100.n:https TIME_WAIT  
tcp6       0      0 ::ffff:10.42.0.17:42096 sc-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:46558 se-in-f139.1e100.:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:41986 sc-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:41986 sc-in-f95.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:47150 sh-in-f94.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:49484 se-in-f94.1e100.n:https ESTABLISHED
tcp6       0      0 ::ffff:10.42.0.17:47130 sa-in-f138.1e100.:https ESTABLISHED
