md5_hash,year,path
0c7ade9095e45cb59aad1fc5b701e1e5bd426b4a7e1b3ec8fe06214e1b5a2a83,2020,<Path to APK database>/0C7ADE9095E45CB59AAD1FC5B701E1E5BD426B4A7E1B3EC8FE06214E1B5A2A83.apk
